(33481579812319329029961268241620837504208886594808229, 48676)
(33506342259382429856756374775779321154265413834462537, 48712)
(33547613004487597901414885666043460571026292567219717, 48772)
(33577878217564721134164460318903829476650936971241649, 48816)
(33742961197985393312798503879960387143694451902270369, 49056)
(33836508220223774214024461897892436488352443696519977, 49192)
(33853016518265841431887866253998092255056795189622849, 49216)
(34034607796728580828385314171160305688804661613754441, 49480)
(34051116094770648046248718527265961455509013106857313, 49504)
(34279480884352577893359145453394199561585875428113709, 49836)
(34642663441278056686354041287718626429081608276376893, 50364)
(34785735357642639241170212373967643073852654549935117, 50572)
(34868276847852975330487234154495921907374412015449477, 50692)
(34915050358972165781100213163461946579703407912574281, 50760)
(34942564189042277810872553756971372857543993734412401, 50800)
(35014100147224569088280639300095881179929516871191513, 50904)
(35055370892329737132939150190360020596690395603948693, 50964)
(35157172063589151643096810386344897824700563144749737, 51112)
(35520354620514630436091706220669324692196295993012921, 51640)
(36359526437653047344148094322706826166334163559075581, 52860)
(36780488037725761399664905403401048217295126633198817, 53472)
(36783239420732772602642139462751990845079185215382629, 53476)
(36799747718774839820505543818857646611783536708485501, 53500)
(36937316869125399969367246786404778000986465817676101, 53700)
(37187692722763419440295546187340557129335796796402993, 54064)
(37228963467868587484954057077604696546096675529160173, 54124)
(37261980063952721920680865789816008079505378515365917, 54172)
(37550875279688898233290442021664983996831529644666177, 54592)
(38134168477175273264464062604064821087051949067634321, 55440)
(38224964116406642962712786562645927803925882279700117, 55572)
(38274489010532844616302999630962895104038936759008733, 55644)
(38423063692911449577073638835913797004378100196934581, 55860)
(38654179865500390627161299821392977738239021100374789, 56196)
(38706456142633603483728746949060887666136134161867217, 56272)
(38739472738717737919455555661272199199544837148072961, 56320)
(38755981036759805137318960017377854966249188641175833, 56344)
(38811008696900029196863641204396707521930360284852073, 56424)
(38822014228928074008772577441800478033066594613587321, 56440)
(38912809868159443707021301400381584749940527825653117, 56572)
(39058633167531037464814706545981544022495632681395153, 56784)
(39424567107463527460786836439656913517775424111842149, 57316)
(39548379342779031594762369110449331768058060310113689, 57496)
(39564887640821098812625773466554987534762411803216561, 57520)
(39606158385926266857284284356819126951523290535973741, 57580)
(39779495515367972644850030095928512501918981213553897, 57832)
(39812512111452107080576838808139824035327684199759641, 57880)
(39966589559844734447301946131792611191234964802053113, 58104)
(39985849240893812868142584547249209585723374877339797, 58132)
(40123418391244373017004287514796340974926303986530397, 58332)
(40222468179496776324184713651430275575152412945147629, 58476)
(40555385523345131884430034832894333537023501389388881, 58960)
(40596656268450299929088545723158472953784380122146061, 59020)
(40662689460618568800542163147581096020601786094557549, 59116)
(41017617868523013984605356803852695004745343196269297, 59632)
(41067142762649215638195569872169662304858397675577913, 59704)
(41100159358733350073922378584380973838267100661783657, 59752)
(41105662124747372479876846703082859093835217826151281, 59760)
(41642181811114557060437488276516671511726641351994621, 60540)
(42162193199439674423134725493844828162913713384735089, 61296)
(42470348096224929156584940141150402474728274589322033, 61744)
(42957342888465912083555368646267247592506643635856757, 62452)
(43020624697627169752031752011338928031539991026084433, 62544)
(43053641293711304187758560723550239564948694012290177, 62592)
(43507619489868152679002180516455773149318360072619157, 63252)
(43791011939590306585657288629602863811076394037551793, 63664)
(43824028535674441021384097341814175344485097023757537, 63712)
(44044139176235337259562822089889585567209783598462497, 64032)
(44145940347494751769720482285874462795219951139263541, 64180)
(44187211092599919814378993176138602211980829872020721, 64240)
(44236735986726121467969206244455569512093884351329337, 64312)
(44311023327915423948354525846931020462263466070292261, 64420)
(44382559286097715225762611390055528784648989207071373, 64524)
(44555896415539421013328357129164914335044679884651529, 64776)
(44621929607707689884781974553587537401862085857063017, 64872)
(44820029184212496499142826826855406602314303774297481, 65160)
(44913576206450877400368784844787455946972295568547089, 65296)
(45012625994703280707549210981421390547198404527164321, 65440)
(45133686847011773638547509592862866169696982143252049, 65616)
(45152946528060852059388148008319464564185392218538733, 65644)
(45397819615684849124361979290553358436966606032898001, 66000)
(45639941320301834986358576513436309681963761265073457, 66352)
(45686714831421025436971555522402334354292757162198261, 66420)
(45711477278484126263766662056560818004349284401852569, 66456)
(45838040896806641600719428786704178882415979182307921, 66640)
(45917831004009966487059216507881515088153678065638469, 66756)
(46066405686388571447829855712832416988492841503564317, 66972)
(46231488666809243626463899273888974655536356434593037, 67212)
(46589168457720700013504326989511516267463972118488597, 67732)
(46803776332267573845728583618885041234620541528825933, 68044)
(46853301226393775499318796687202008534733596008134549, 68116)
(46867058141428831514204966983956721673653888919053609, 68136)
(47249500379403388728040501233737746935638031842603477, 68692)
(47560406659195654664467949940394263875236651629374233, 69144)
(47799776980805629323487313103926272492449748279365877, 69492)
(47802528363812640526464547163277215120233806861549689, 69496)
(47973114110247335111053058843035658042845438956946033, 69744)
(48157456771717085710527740819548814104377363963261437, 70012)
(48336296667172813904047954677360084910341171805209217, 70272)
(48850805289483908860790723775986356305960126673582061, 71020)
(48922341247666200138198809319110864628345649810361173, 71124)
(49136949122213073970423065948484389595502219220698509, 71436)
(49288275187598690134170939212786234123625441240808169, 71656)
(49293777953612712540125407331488119379193558405175793, 71664)
(49370816677809026223487960993314512957147198706322529, 71776)
(49401081890886149456237535646174881862771843110344461, 71820)
(49676220191587269753960941581269144641177701328725661, 72220)
(49937601577253334036798177219608694280663266636187801, 72600)
(49965115407323446066570517813118120558503852458025921, 72640)
(50127447004737107042227327314823735597763308806870829, 72876)
(50130198387744118245204561374174678225547367389054641, 72880)
(50209988494947443131544349095352014431285066272385189, 72996)
(50262264772080655988111796223019924359182179333877617, 73072)
(50320043815227891250633711469389719542647409559737669, 73156)
(50344806262290992077428818003548203192703936799391977, 73192)
(50361314560333059295292222359653858959408288292494849, 73216)
(50482375412641552226290520971095334581906865908582577, 73392)
(50641955627048201998970096413450006993382263675243673, 73624)
(50977624353903568762192651654265007583037410701668737, 74112)
(50996884034952647183033290069721605977525820776955421, 74140)
(51258265420618711465870525708061155617011386084417561, 74520)
(51351812442857092367096483725993204961669377878667169, 74656)
(51822298937056008076203507875004394312743395432099021, 75340)
(52078177556708049953086275394642058696660843575193537, 75712)
(52471625326710651978830745881826854469781220827478653, 76284)
(52688984584264537014032236570551322064721848819999801, 76600)
(52710995648320626637850109045358863086994317477470297, 76632)
(52730255329369705058690747460815461481482727552756981, 76660)
(52884332777762332425415854784468248637390008155050453, 76884)
(53041161609161970995118196167471978421081347339527737, 77112)
(53057669907204038212981600523577634187785698832630609, 77136)
(53068675439232083024890536760981404698921933161365857, 77152)
(53239261185666777609479048440739847621533565256762201, 77400)
(53308045760842057683909899924513413316135029811357501, 77500)
(53720753211893738130495008827154807483743817138929301, 78100)
(54364576835534359627167778715275382385213525369941309, 79036)
(54892842372880510598796718110656366919752773149233213, 79804)
(54931361734978667440477994941569563708729593299806581, 79860)
(55096444715399339619112038502626121375773108230835301, 80100)
(55330312270995291872176933547456244737418087716459321, 80440)
(55495395251415964050810977108512802404461602647488041, 80680)
(56012655256734070210530980266490016427864616098044697, 81432)
(56185992386175775998096726005599401978260306775624853, 81684)
(56194246535196809607028428183652229861612482522176289, 81696)
(57253528992896122753263541033765141558475036662943909, 83236)
(57341573249120481248535030932995305647564911292825893, 83364)
(57575440804716433501599925977825429009209890778449913, 83704)
(57814811126326408160619289141357437626422987428441557, 84052)
(57878092935487665829095672506429118065456334818669233, 84144)
(58326568365630491914384824180632766394257883714630589, 84796)
(58447629217938984845383122792074242016756461330718317, 84972)
(58530170708149320934700144572602520850278218796232677, 85092)
(58722767518640105143106528727168504795162319549099517, 85372)
(58992403053327203034875466543560882318000060603113093, 85764)
(59140977735705807995646105748511784218339224041038941, 85980)
(59251033055986256114735468122549489329701567328391421, 86140)
(59275795503049356941530574656707972979758094568045729, 86176)
(59317066248154524986189085546972112396518973300802909, 86236)
(59372093908294749045733766733990964952200144944479149, 86316)
(59424370185427961902301213861658874880097258005971577, 86392)
(59784801359346429492318875636632359119808932272050949, 86916)
(59795806891374474304227811874036129630945166600786197, 86932)
(59952635722774112873930153257039859414636505785263481, 87160)
(60092956256131684225769090283937933431623493476637893, 87364)
(60200260193405121141881218598624695915201778181806561, 87520)
(60981652967396302787415691454292402205874415522009169, 88656)
(60984404350403313990392925513643344833658474104192981, 88660)
(61262294034111445491093565508088550239848390904757993, 89064)
(61702515315233237967451015004239370685297764054167913, 89704)
(61752040209359439621041228072556337985410818533476529, 89776)
(62178504575446176082512507271952445291939898771967389, 90396)
(62244537767614444953966124696375068358757304744378877, 90492)
(63185510756012276372180172994397447060905339851242581, 91860)
(63325831289369847724019110021295521077892327542616993, 92064)
(63680759697274292908082303677567120062035884644328741, 92580)
(63716527676365438546786346449129374223228646212718297, 92632)
(63766052570491640200376559517446341523341700692026913, 92704)
(63788063634547729824194431992253882545614169349497409, 92736)
(63881610656786110725420390010185931890272161143747017, 92872)
(63911875869863233958169964663046300795896805547768949, 92916)
(64104472680354018166576348817612284740780906300635789, 93196)
(64137489276438152602303157529823596274189609286841533, 93244)
(64574959174552933875683372966623474091854923854067641, 93880)
(64756550453015673272180820883785687525602790278199233, 94144)
(64795069815113830113862097714698884314579610428772601, 94200)
(64921633433436345450814864444842245192646305209227953, 94384)
(64960152795534502292496141275755441981623125359801321, 94440)
(64968406944555535901427843453808269864975301106352757, 94452)
(65210528649172521763424440676691221109972456338528213, 94804)
(65249048011270678605105717507604417898949276489101581, 94860)
(65257302160291712214037419685657245782301452235653017, 94872)
(65837843974771076042233806208706140244737813076437349, 95716)
(65903877166939344913687423633128763311555219048848837, 95812)
(65945147912044512958345934523392902728316097781606017, 95872)
(65986418657149681003004445413657042145076976514363197, 95932)
(66019435253233815438731254125868353678485679500568941, 95980)
(66060705998338983483389765016132493095246558233326121, 96040)
(66077214296381050701253169372238148861950909726428993, 96064)
(66140496105542308369729552737309829300984257116656669, 96156)
(66165258552605409196524659271468312951040784356310977, 96192)
(66324838767012058969204234713822985362516182122972073, 96424)
(66594474301699156860973172530215362885353923176985649, 96816)
(66778816963168907460447854506728518946885848183301053, 97084)
(67100728774989218208784239450788806397620702298807057, 97552)
(67568463886181122714914029540449053120910661270055097, 98232)
(67725292717580761284616370923452782904602000454532381, 98460)
(67741801015622828502479775279558438671306351947635253, 98484)
(67851856335903276621569137653596143782668695234987733, 98644)
(67917889528071545493022755078018766849486101207399221, 98740)
(68443403682410685261674460414048808756241290404507313, 99504)
(68451657831431718870606162592101636639593466151058749, 99516)
(68468166129473786088469566948207292406297817644161621, 99540)
(68495679959543898118241907541716718684138403465999741, 99580)
(68550707619684122177786588728735571239819575109675981, 99660)
(68578221449754234207558929322244997517660160931514101, 99700)
(68740553047167895183215738823950612556919617280359009, 99936)
